#1_tweetid	#2_tweet	#3_country_label	#4_province_label
TRAIN_9343	الواقع المؤسف أنه علينا نقرأ الفاتحة على الأحياء منا قبل الأموات ! #تحرير_العقول_والافكار_مسؤولية كل من استطاع اليه سبيلا	Iraq	iq_Ninawa
TRAIN_9344	واجه كل شئ بالضحك.	Egypt	eg_Monufia
TRAIN_9345	- كيف نُخبِر البحر أننا على اليابسه نغرق ؟.	Iraq	iq_Dihok
TRAIN_9346	الله يسعدك اخي الكريم يوم موفق	Algeria	dz_Batna
TRAIN_9347	اللهم لا تكلني إلى نفسي طرفة عين ، ولا تنزع مني صالح ما أعطيتني #دعاء	Saudi_Arabia	sa_Ha'il
TRAIN_9348	أسدل الستار عن مسرحية داعش	Iraq	iq_Kirkuk
TRAIN_9349	اتفق جدا جدا URL  …	Egypt	eg_Luxor
TRAIN_9350	اللهم احفظه بحفظك، واشفه شفاءً لا يغادر سقماً #صباح_الأحمد	Oman	om_Musandam
TRAIN_9351	اوقفو شلالات الدم بأسوان  URL 	Egypt	eg_Aswan
TRAIN_9352	و ماذا عن سمعة و مكانة تونس بين شعبها ؟؟	Tunisia	tn_Sfax
TRAIN_9353	تغريده كتبتها بعد مباراة الاهلي والحمدلله تحققت  URL  …	Syria	sy_As-Suwayda
TRAIN_9354	الصمت احيانا يعبّر عن الكثير، مما تعجز الحروف والكلمات عن توضيحه	Kuwait	kw_Hawalli
TRAIN_9355	لعقوبة لمدينتنا إن شاء الله	Algeria	dz_Constantine
TRAIN_9356	عدنا إليكم من جديد فيديو من العيار الثقيييييييييل   URL  	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_9357	٥٠٠ دينار #١٥سنة_على_تأسيس_بنك_بوبيان	Egypt	eg_Monufia
TRAIN_9358	اللهم صلِّ وسلم وبارك على محمد وعلى آله و صحبه اجمعين.. شاهد:  URL  #غرد_بذكر_الله #دعاء_لربي	Saudi_Arabia	sa_Ha'il
TRAIN_9359	#افضل_وقت_تتمشي_فيه -لا تكُوني عاديه كوني غيمة أو بُقعة نور أو قطراتِ مطر على أطراف الزهر #جبال_فيفاء URL 	Saudi_Arabia	sa_Jizan
TRAIN_9360	غدا ان شاء الله	Morocco	ma_Souss-Massa-Draa
TRAIN_9361	رهنت عليك لأنك كنت كل ما أملك  URL  …	Egypt	eg_Dakahlia
TRAIN_9362	اسلام يا اسلام  URL  …	Egypt	eg_Port-Said
TRAIN_9363	م س ١٢ يبدأ	Oman	om_Ad-Dhahirah
TRAIN_9364	زواج غير متكافئ URL  …	Algeria	dz_Oran
TRAIN_9365	قوله سبحانه: (فليمدد بسبب إلى السماء) [الحج 15] السبـــــب: الحبــــــل	Egypt	eg_Luxor
TRAIN_9366	رسميا: يونايتد لن يحقق اي بطولة كبيرة حتى ٢٠٢١	Jordan	jo_Zarqa
TRAIN_9367	حِين يُحِبُّك إنسَان تَشعُر أنكَ جَميل والدُّنيا وَاسِعَة .. فَما بالُك حينَ يُحبُّكَ الله سُبحانَه .. وهو رَبُّ...  URL 	Syria	sy_Hama
TRAIN_9368	#اليوم_العالمي_للمعلم ربّوا على الأخلاقِ جيلاً لم يزل يدعو به نحو الرذائل مَن دعوا لا تيأسوا أن يستجاب لنصحكم فالخير موجود وإن هم ضيعوا	Saudi_Arabia	sa_Ar-Riyad
TRAIN_9369	الدنيا ممر وليستَ مستقر ما دمَت تنويَ الخيرَ فأنت بخير	Oman	om_Al-Batnah
TRAIN_9370	الصمت أيضاً له صوت لكنه بحاجة إلى روح تفهمه.	Iraq	iq_Dihok
TRAIN_9371	مرات عديده شعرت بأنك خلقت من طمأنينة،لم تكن مجرد شخص فقط.	Oman	om_Ash-Sharqiyah
TRAIN_9372	﴿ فَبِذلِكَ فَليَفرَحوا ﴾ العيد .. بسمة فرح من الله ! #عيد_الأضحى URL 	Algeria	dz_Ouargla
TRAIN_9373	#RCSS_2018 كلمة شكر وعرفان إلى الدكتور سعد الربيعه وإلى الاستاذ عبدالله الغزواني على اتاحه الفرصه لنا للمشاركه في مؤتمر العلاج التنفسي في مدينه الملك فهد الطبيه والشكر موصول للقائمين على هذا المؤتمر الناجح  USER   USER .twitter.com/OFxBKwb6d2	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_9374	شملت أكثر من (192) من قادة المدراس وقائداتها تعليم صبيا يعلن حركة مديري ووكلاء المدارس للعام الدراسي 1438-1439هـ URL 	Saudi_Arabia	sa_Jizan
TRAIN_9375	هذا بحد ذاته كارثة..	Iraq	iq_Babil
TRAIN_9376	صباح الخير يا رأي URL 	Jordan	jo_Aqaba
TRAIN_9377	‏ ‏ .. ך| كذب من قال : إن الشر يطفئ الشر، فإن كان صادقا فليوقد ناراً إلى جنب نار فلينظر هل تطفئ إحداهما الأخرى	Oman	om_Dhofar
TRAIN_9378	يارب احفظنا من كل شر URL  …	Egypt	eg_Suez
TRAIN_9379	أخ يحي وفقك الله لما تحب لقد كنت عونا لنا دائما في كثير من الأمور وأجزم أنك تدرك كم هو رائع ما تقدمه لنا من مشوره وثناء د عيسى وسام تستحقه	Saudi_Arabia	sa_Asir
TRAIN_9380	الحمد لله على كل حال شكرا رجالنا عاش الزمالك وعاش حبه في قلبي	Egypt	eg_Luxor
TRAIN_9381	أدعو الله رب العرش العظيم أن يرعاكم ويحفظكم ويتقبل صالح أعمالكم وينعم عليكم بالصحه ويبارك لكم في نفسكم وأهلكم ومالكم إنه سميع مجيب الدعاء.	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_9382	عزوز يوم كان مجسم السد محطة عبور بإذن الله #النصر #السد URL 	Saudi_Arabia	sa_Al-Quassim
TRAIN_9383	صباحك فرح وصحه وعافيه	Palestine	ps_West-Bank
TRAIN_9384	● ☜ إبدأ يومك بإعتقاد أن شيئاً رائعاً سيحدث ...! ● ☜ فإن مرً اليوم ولم يحدث شيء...! ● ☜ فإنك قمت بعبادةِ عظيمة ألا وهي حٌسن الظن بالله  URL 	Algeria	dz_Bouira
TRAIN_9385	ثلاث ضيوف يأتون بلا موعد الرزق القدر الموت اللهم اجعل رزقنا حلالاً .. واجعل قدرنا جميلاً .. ولا تأخذنا إليك .. إلا وأنت راض عنا .	Oman	om_Musandam
TRAIN_9386	مصري وعراقي وسودانى يغنون ايظنHD 2017:  URL   عبر  USER 	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_9387	اللهم إني أسألك علماً نافعاً ورزقاً طيباً وعملاً متقبلاً  URL 	Iraq	iq_Dihok
TRAIN_9388	هذا ليس منطق لا تزر وازرة وزر اختها	Algeria	dz_Khenchela
TRAIN_9389	احمد سليمان كسب	Egypt	eg_Aswan
TRAIN_9390	صباحكم فل وياسمين صباحكم رضا من رب الكون URL 	Egypt	eg_Faiyum
TRAIN_9391	دكتور يكتب بخط مفهوم URL  …	Oman	om_Ad-Dhahirah
TRAIN_9392	الحمدلله الذي عافانا مما ابتلاهم به. -الإيمان نعمه...	Somalia	so_Banaadir
TRAIN_9393	اناالمهدي المنتظر صاحب الرساله	Egypt	eg_Ismailia
TRAIN_9394	أقرب الناس إلى رحمة الله أكثرهم استغفاراً وعودةً إليه ( لَولَا تَستَغفِرُونَ اللهَ لعلَّكم تُرحَمون )  URL 	Egypt	eg_Alexandria
TRAIN_9395	"""أحسنوا لمن تحبون فالشوقَ بعد الموت لا يُطاق\"""""	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_9396	كل قلب وله قلب يليق به اللهم اجمعنا بمن نستحقه ويستحقنا  URL 	Egypt	eg_South-Sinai
TRAIN_9397	مزال الخاطر يبحث من يروي ظمأه	Algeria	dz_Béchar
TRAIN_9398	أصبحت أحبگ كعادتي وأصبح الصُبح فيگ بخير #صباحي_أنت URL 	United_Arab_Emirates	ae_Dubai
TRAIN_9399	موعد اذكار المساء جزاكم الله خيرا 6- آية الكرسي: أعوذ بالله من الشيطان الرجيم (اللّهُ لاَ إِلَهَ إِلاَّ...  URL 	Morocco	ma_Meknes-Tafilalet
TRAIN_9400	بَلِّغْهُ أَنِّي في الغرامِ متيّمٌ . . والقلبُ من حرِّ الفراقِ تَصَدَّعَا  URL 	Egypt	eg_Port-Said
TRAIN_9401	العشائر وشراء الذمم والاصوات والعقل الجمعي عند المجتمع هو من يأتي بهؤلاء	Iraq	iq_Al-Muthannia
TRAIN_9402	الزهره الجميله لا تزهر الي الجمال وتهدي جمالها كل الذي حولها لا تنتظر احد ان يطلب جمالها ولا تكترث بما حولها هكذا لبد ان نكون اغرس الطيب وحسن التعامل مع الجميع ولا تكترث لرده فعلهم	Oman	om_Muscat
TRAIN_9403	"""\""حَاشاه أن يُحيي فيك أملاً ثُم يَنزعه !\"""""	Egypt	eg_Sohag
TRAIN_9404	( وَ المُستغفِرينَ بِالأسحَار ) استغفرالله العظيم الذي لا اله الا هو الحي القيوم واتوب اليه لي ولوالدي وللمؤمنين والمؤمنات والمسلمين والمسلمات اجمعين الاحياء منهم والاموات	Kuwait	kw_Jahra
TRAIN_9405	ربي اغفرلي و لوالدي و للمؤمنين يوم يقوم الحساب   URL 	Saudi_Arabia	sa_Al-Quassim
TRAIN_9406	"""\"" يرحلون .. ويأتي أجمل منهم فلا تخشى فراق أحد !\"""""	Lebanon	lb_South-Lebanon
TRAIN_9407	فرحين بعفاش ويهللوا للتمثيلية الدائرة في #صنعاء وتناسوا التاريخ الأسود لهذا المسخ وما فعله في الجنوب منذ عام ١٩٩٠م… ستبدأ الآن في #عدن الحرب النفسية (حرب الخدمات) للرضوخ للإملاءات والقبول بالأمر الواقع…	Yemen	ye_Aden
TRAIN_9408	أن شاء الـلّٰـه ياروحي	Iraq	iq_Baghdad
TRAIN_9409	#ElClasico تعادل سلبي بطعم الخساره...	Somalia	so_Woqooyi-Galbeed
TRAIN_9410	لا إله إلا أنت سبحانك إني كنت من الظالمين  URL 	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_9411	يا رب أنت اعلم بكل شيء	United_Arab_Emirates	ae_Dubai
TRAIN_9412	اللهم إني أعوذ بك من زوال نعمتك، وتحول عافيتك، وفجاءة نقمتك، وجميع سخطك	Qatar	qa_Ar-Rayyan
TRAIN_9413	"""- العراقيون أكثر شعب اشترى \"" وحدات عقار صغيرة في تركيا \"" لعام ٢٠١٥ ، متفوقين على روسيا، وكان الشراء بمدن قرب اسطنبول ما يعني هروب الأموال."""	Iraq	iq_Kirkuk
TRAIN_9414	سيد .. ابراهيم السنوسي .. ماذا قدمت تجربة الحكم الانتقالي من دروس ايجابية يمكن ان يستفيد منها الشعب العربي؟	Sudan	sd_Khartoum
TRAIN_9415	اللهم صلى وسلم عليه	Oman	om_Dhofar
TRAIN_9416	إن شاء الله من نصيب محمد صلاح	Libya	ly_Darnah
TRAIN_9417	اللهم إنك عفو كريم تحب العفو فاعف عني  URL 	Saudi_Arabia	sa_Asir
TRAIN_9418	إذا امتلكت شيء جميل لا تبحث عن الأجمل فتخسر الأثنين.	Iraq	iq_Wasit
TRAIN_9419	سبحان الخالق إمرأة ولداة أبنه يشابه الحيوان- URL  …	Morocco	ma_Souss-Massa-Draa
TRAIN_9420	ابن رجال.. بارك الله فيك وفي أمثالك	Oman	om_Muscat
TRAIN_9421	ثاني مرة في تونس ينتصر الشباب على البقية بعد الانتصار في الثورة #تونس_تختار #تونس_تنتخب	Tunisia	tn_Sfax
TRAIN_9422	فندق : علاء الدين بيتش الغردقة Aladdin Beach صف اول علي البحر اكوا بارك كبيرة - أستمتع بحمامات السباحة والاكوا بارك وفريق الانميشن والحفلات المسائية وافضل العروض اليومية بالمسرح اقامة كاملة ( افطار...  URL  …	Egypt	eg_Red-Sea
TRAIN_9423	"""يقال في الأمثال \"" كذب مصفط أحسن من صدق مبعثر \"" وكذبهم مصفط !"""	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_9424	الكلمات الافتتاحية للندوة الوطنية  URL 	Morocco	ma_Souss-Massa-Draa
TRAIN_9425	لماذا بقي هذا الصوت حاضرا إلي هذا الحد ، لماذا تصون الذاكرة أشياء دون أشياء . #صباح_الخير	Egypt	eg_Minya
TRAIN_9426	تستقيم الحياه عندما لاتُبالي	Saudi_Arabia	sa_Ha'il
TRAIN_9427	ربّي بيدك سعَادتي وشقائي. ربّي أسعَد لي قلبي، ربّي أسعَد لي قلبي ، ربّي أسعَد لي قلبي ..  URL 	Algeria	dz_Ouargla
TRAIN_9428	المقارنة بين جيوفينكو و بن غيث لا تستقيم، لاعب يشارك اساسيا مع الهلال و شارك في كل لقاءات ابطال اسيا تقريبا و لاعب ثاني بالترجي جديد شارك في لقاءين بالابطال ؟؟ .. الترجي غدا ب 5 لاعبين جدد يشاركون مع الفريق أخي العزيز.. يعني الأفضل المقارنة فقط بين لاعبين بنفس عدد اللقاءات	Tunisia	tn_Ariana
TRAIN_9429	#Repost  USER  with repostapp. ・・・ الله يرحمك ياضياء أطلق حملة تبرع للاجئين السوريين وكان…  URL 	Qatar	qa_Ar-Rayyan
TRAIN_9430	وَلَا تَقْتُلُوا أَنفُسَكُمْ ۚ إِنَّ اللَّـهَ كَانَ بِكُمْ رَحِيمًا (4:29),	Somalia	so_Banaadir
TRAIN_9431	صباح الخير والنشاط	Lebanon	lb_North-Lebanon
TRAIN_9432	(( لَا تَدْرِي لَعَلَّ اللَّهَ يُحْدِثُ بَعْدَ ذَلِكَ أَمْرًا ))	Kuwait	kw_Hawalli
TRAIN_9433	#القطاع_الخاص_يتفاعل الموظفين السعوديين بالقطاع الخاص يهنئون الشعب السعودي الشقيق	Bahrain	bh_Capital
TRAIN_9434	عُد لـِ بَابهُ لو أذنَبت الفْ مرَّه .. !	Morocco	ma_Tanger-Tetouan
TRAIN_9435	لا اعلم الى اين سنصل مع هذه الترقيات	Iraq	iq_Basra
TRAIN_9436	ماتقوله هو السبب في ازدياد معانات السوريين ..وكلامك هذا يعقد ويزيد من ماساة الوطن	Iraq	iq_Dihok
TRAIN_9437	هذه في قرآن المهدي المزعوم ههههه	Iraq	iq_As-Sulaymaniyah
TRAIN_9438	لا تصحب من الناس سوى من يكتم سرك، ويستر عيبك، وينشر حسنتك، ويطوي سيئتك، فإن وجدته أغناك عن…  URL 	Oman	om_Dhofar
TRAIN_9439	سلامًاعلى أرواح عانقت الموت وغفت بلحائِف من تُراب ربي تجاوز عنهم سيئاتهم واسكنهم فسيح جناتك .	Oman	om_Ash-Sharqiyah
TRAIN_9440	نحن المتغيرون مع الطقس،مع إيقاع الموسيقى،المزاجيون كالأطفال،ثقوا بنا دائماً؛لأننا لا نصطنع الثبات والقوة الزائفۃ	Oman	om_Ad-Dhahirah
TRAIN_9441	ﻭ ﺇﻥ ﻛﻨﺖ ﺗﺨﻔﻲَ ﺣﺒﺎًََ ﻟﻲ ﻓـ ﺃﺧﺒﺮينـﻲَ ﻓﺄﻧـﺎ ﻻ ﺃﻗﺮﺃ ﺍﻟﻜﻒ ﻭ ﺍﻟﻔﻨجان ..!...... URL 	Algeria	dz_Béchar
TRAIN_9442	كيف معرفة وقت الاختبار	Saudi_Arabia	sa_Ha'il
TRAIN_9443	مثال كيف نقنع مجتمع كان رافض لقيادة المرأة الى مجتمع محفز لقيادة المرأة ( نضيف شي للمجتمع كان رافضه وبعد تسويق الفكرة الجديدة يتقبلها	Saudi_Arabia	sa_Asir
TRAIN_9444	الله يرحمه ويغفر له	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_9445	(إضافة) المرأة ورضيعها المعثور على جثتيهما في بفروة من بدو الزهراني URL 	Lebanon	lb_North-Lebanon
TRAIN_9446	صباح الخيرات بالعبق ..	Libya	ly_Darnah
TRAIN_9447	الحمد لله الذي أطعمنا وسقانا وكفانا وآوانا فكم ممن لا كافي له ولا مؤوي  URL 	Egypt	eg_Minya
TRAIN_9448	طرف ثالث في اتفاقية.. متخفي....يا ترى من ¿ URL  …	Somalia	so_Woqooyi-Galbeed
TRAIN_9449	اميين يارب العالمين	Oman	om_Musandam
TRAIN_9450	يا منتقم يا جبار انتقم لنا من بشار واعوانه URL  …	Syria	sy_Aleppo
TRAIN_9451	هدوء ما قبل الثورة.... #النصر_قرارنا  URL 	Lebanon	lb_Akkar
TRAIN_9452	الف عدو ولاصديق زبالة	Iraq	iq_Babil
TRAIN_9453	#بركات_حكومه_العصابات اتحدث عن المخابرات بعض المصدر تقول علمت بالأمر وتعمدت فتح المجال أمام الزواف للعربدة حتى تضرب سربا من الطيور بحجر واحد ومن ذلك : ترقبوا اعتقال عميد الجامعة وكل من ساهم في تنظيم الملتقى، وإقالة مسؤولي الأمن ووالي تيزي وزو خلال ساعات من الآن.	Algeria	dz_Ouargla
TRAIN_9454	أنا الذي لا حيلَةَ لَهُ يا رَبُّ فَدبِّر أمري.	Egypt	eg_Qena
TRAIN_9455	صباح الخير يا عراق	Iraq	iq_Kirkuk
TRAIN_9456	احتفت مدرسة سعدبن ابي وقّاص التابعة لمكتب الغرب بالمدينة المنورة يوم الثلاثاء الموافق ١٤٤٠/٤/٤هـ بالذكرى الرابعة لتولي خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز آل سعود مقاليد الحكم واشتمل الاحتفاء مجموعة من الفعاليات بهذه المناسبة الغالية على كل مواطن سعودي URL 	Saudi_Arabia	sa_Al-Madinah
TRAIN_9457	ربي أرح ثم هون ثم أشفي كل نفس لا يعلم بوجعها إلا أنت يا رب العالمين .	Palestine	ps_Gaza-Strip
TRAIN_9458	نصلي ونقرا القرآن	Morocco	ma_Meknes-Tafilalet
TRAIN_9459	يا رب سخر لنا من حظوظ الدنيا ماتعلم انه خير لنا  URL 	Palestine	ps_West-Bank
TRAIN_9460	لو خلا قلب الإنسان من العشق؛ لم يبق من إنسانيته إلا صنم من لحم ودم #الحب_الإلهي #أعلنوا_الحب #الرومي	Syria	sy_Aleppo
TRAIN_9461	اسأل الله أن يرحم والدكم ويغفر له .. الوفاء طبع أبناء هذا الوطن الغالي .. وأنتم أوفياء	Saudi_Arabia	sa_Makkah
TRAIN_9462	الشعب الجزائري سيثور مجددا على الإنفياليين الذين خذلوا بلادهم المغرب منذ إسترجاع المغرب لصحرائه المغربية.مرتزقة البولي شاريو هم الذين تسببوا في ضياع ثروة الشعب الجزائري الأخ و الجار والصديق لنمضي قدما في تأسيس الإتحاد المغاربي معا.	Morocco	ma_Meknes-Tafilalet
TRAIN_9463	أحدهم يضحك..وأحدهم يبكي..أحدهم يُريد العيش..و الاخر يشتهي الموت..وأحدهم لم يعد يبالي..وجميعهم أنا..	Egypt	eg_North-Sinai
TRAIN_9464	#انزل_انت_مش_لواحدك عندما ترى الإعلام الحالي إن كان عربيا او غربيا تجد المفارقه كبيرة جدا بين ما يحدث على ارض الواقع و ما يحدث كلف المكاتب لماذا؟؟؟؟؟؟؟؟	Jordan	jo_Aqaba
TRAIN_9465	لا إفراط ولا تفريط	Algeria	dz_Khenchela
TRAIN_9466	شوارع ادلب مملوءه بهذه اللافتات كأن الاسلام لأول مرة سيدخل اليها . كفوا ايديكم عن اهلنا	Algeria	dz_Constantine
TRAIN_9467	وَقَالَ ربُّكُمُ ادْعوني أَسْتَجِبْ لَكُمْ #محمود_البنا	Egypt	eg_Kafr-el-Sheikh
TRAIN_9468	اللَّهُمَّ أحسن عاقبتنا في الأمور كلها وأجرنا من خزي الدنيا وعذاب الآخرة  URL 	Iraq	iq_Dihok
TRAIN_9469	إيران ليست إستراتيجية جديدة بالنسبة لليانكي الأمريكي. دودو أترامب لا يكن أي حب للعرب وللمسلمين ولكل من لا ينحني له وبالضبط إيران لأتها لا تنحني لإملآته. يجب علينا أن لا ننسى أن إيران لها آلاف السنين وهي حضارة شاءت أمريكا أم أبت . URL  …	Morocco	ma_Meknes-Tafilalet
TRAIN_9470	لا يـتواضـع إلا مـن كـان واثـقاً بنـفسـه ولا يـتكبـر إلا مـن كـان عالـماً بنقـصـه	Egypt	eg_Red-Sea
TRAIN_9471	للرجال حجاب ايضا!!!!!!!  URL 	Egypt	eg_Sohag
TRAIN_9472	انها الصُقٌاعات ياسادة	Sudan	sd_Khartoum
TRAIN_9473	نعم الدين موجود و لكن الشاذ يحفظ ولا يقاس عليه. فالصالح و الطالح موجودون أينما ذهبت	Tunisia	tn_Bizerte
TRAIN_9474	عفو عام سيصدر قريبا بمناسبة عيد الاستقلال لتنظيف قيود 80 نائب يتمتعون بخاصية ( مطلوب قضائيا ) #يخزيكو_خزيتونا	Jordan	jo_Aqaba
TRAIN_9475	أذكار الأذان:اللهم رب هذه الدعوة التامة والصلاة القائم  URL 	Saudi_Arabia	sa_Tabuk
TRAIN_9476	أحيانا تحتاج ان تبتعد مسافة فقط لترى من سينتظرك ويبحث عنك ! تحتاج للحديث بهدوء فقط لترى من يستمع إليك !...  URL 	Iraq	iq_Arbil
TRAIN_9477	 USER  و نحن نعشقك اغاني و ننتظرك بألبوم القادم انشالله URL  …	Djibouti	dj_Djibouti
TRAIN_9478	 USER  لعنة الله عليك فوق كل أرض وتحت كل سماء	Bahrain	bh_Capital
TRAIN_9479	(28) •نجاة (ذا هاوند) ، (سيبتون راي) أخبره بأنه إعتقد بأنه كان جثة. وأخبره أيضا أنه مات عدة مرات تقريبا بينما كان يتعافى ، لكنه استمر بالعودة إلى الحياة ، بعد أن يعود للحياة ، انه يقاتل من أجل الخير مرة أخرى (ذا هاوند) انتهى به المطاف شخصية رئيسية في إيصال (آريا) إلى ملك الليل	Libya	ly_Darnah
TRAIN_9480	ماعليك زود كنت القدوة اخي عويضه في كثير من الامور ووليد ابن النادي وكان من افضل اللاعبين خلقا وروحا له اهداف حاسمه في كثير من المبارايات رغم انه مدافع ويعتبر احد صناع الصعود.	Syria	sy_As-Suwayda
TRAIN_9481	- والنَفس بـ حاجة لـ هذا المكان والبُكاء حتى ترتاح  URL 	Egypt	eg_Monufia
TRAIN_9482	وأَعُوذُ بِكَ مِنْ شَرِّ نَفْسِي، وَمِنْ شَرِّ الشَّيْطَانِ وَشِرْكِهِ، وَأَنْ أَقْتَرِفَ عَلَى نَفْسِي سُوءًا أَوْ أَجُرَّهُ إِلَى مُسْلِمٍ	Egypt	eg_Suez
TRAIN_9483	اللهم لا تكلني إلى نفسي طرفة عين ، ولا تنزع مني صالح ما أعطيتني #دعاء	Egypt	eg_South-Sinai
TRAIN_9484	#ليبيا | « #رويترز»: أربع ضربات جوية تحذيرية قرب حقل الفيل النفطي للتفاصيل   URL   …	Libya	ly_Al-Butnan
TRAIN_9485	لا لا لا لا لا لا	Egypt	eg_Port-Said
TRAIN_9486	اللاغازيتا الايطالية تؤكد ان انشيلوتي سيدرب الميلان الموسم المقبل ! ولاعب الريال السابق ميتزلدر يقول ان مدرب الريال القادم هو هاينكس !	Iraq	iq_Ninawa
TRAIN_9487	** والليل إذا يغشى .. (( أحبتي في الله .. أصدقائي الأعزاء .. من خلال الصور سوف نكتشف دقة كلمات القرآن الكريم...  URL 	Syria	sy_Hama
TRAIN_9488	اللهم ردها لنا وردنا اليها	Syria	sy_Aleppo
TRAIN_9489	لا اله الا الله الله يحفظنا ويحمينا ان شاءالله انها في التراب لهم التراب #نجران_الان	Syria	sy_As-Suwayda
TRAIN_9490	تعلمت لأجلك لُغة الصمت ، كي لا اُعآتبك وأقول بمرارة أنك خذلتني	Syria	sy_Aleppo
TRAIN_9491	خطأ فاران. راموس من البداية كان موقع المهاجمين بالتسلل، لكن فاران تقدم عليه وخرج مايورال من التسلل	Iraq	iq_Arbil
TRAIN_9492	صباح النور والسرور	Algeria	dz_Ouargla
TRAIN_9493	التغليف المغاربي يفتخر بكونه الراعي لنادي مولودية وهران (فئة الشباب)! Maghreb Emballage est fier d’être le sponsor du Mouloudia Club d’Oran (catégorie jeune) ! #MaghrebEmballage #Emballage #Carton #Sponsor #MCO #لمسة_جزائرية #حمراوة #مولودية_وهران URL 	Algeria	dz_Oran
TRAIN_9494	بــآلطـبــع لكل مـنهمـ نصـيبــ	Libya	ly_Darnah
TRAIN_9495	"""كيف تتلذذ بالصلاة للشيخ مشاري الخراز \""  URL """	United_Arab_Emirates	ae_Ras-Al-Khaymah
TRAIN_9496	بالعكس الارجنتينين في ايطاليا ناجحين (ايكاردي،ديبالا،هيجوايين،سيميوني،بيروتي..)	Egypt	eg_Alexandria
TRAIN_9497	ألهم أمين يارب العالمين	Egypt	eg_South-Sinai
TRAIN_9498	حقاً.. كنت أعطم فترات الحياه سلاماً دون إحتكاك بالبشر .... URL  …	Egypt	eg_Alexandria
TRAIN_9499	يونايتد يهزم مانشستر سيتي ويؤجل احتفالاته بلقب الدوري …  URL  …	Tunisia	tn_Ariana
TRAIN_9500	شاهد فضيحه هيفاء وهبي عبر الرابط   URL  	Egypt	eg_Qena
TRAIN_9501	لمْ يَكنْ ينْظر إليها ..إِرضاءً لرَّبِه.، ثمَّ خوفاً على بَصره. فشدةُ النورِ تُعمي !	Sudan	sd_Khartoum
TRAIN_9502	الله يرزق الطيور..لكنه لا يلقي عليها الطعام وهي نائمة في العش ..	Algeria	dz_El-Oued
TRAIN_9503	أفضل حل من وجهة نظري الذي اقترحته من قبل ، وهو أن يعين بوتفليقة رئيس للحكومة و رئيس لهيئة تنظيم الانتخابات واللذان ينالان رضى الشعب ، رئيس الحكومة يقوم بانشاء حكومة تكنوقراطية و رئيس هيئة تنظيم الانتخابات يقوم باختيار اعضاء الهيئة طبعا مع تعديل قانون الانتخابات...	Algeria	dz_Bouira
TRAIN_9504	اعتقد مراسل روداو اما جاهل لا يعرف شيء او متملق غير جدير بان يكون مراسل لقناة كوردية ... الجاهل يقول الاكراد .. جاهل بحق أطالب المسؤولين الواعين بالقناة معاقبته ومعاقبة كل مراسل يقول الاكراد #الكورد_وليس_الاكراد	Iraq	iq_Arbil
TRAIN_9505	البقاء لله ربنا يرحمه يارب	Egypt	eg_South-Sinai
TRAIN_9506	اللهُمّ رُدنا إليك رداً جميلـاً وثبِّت قلوبَنا على دينك ..	Palestine	ps_West-Bank
TRAIN_9507	2-1 للسيتي ، موستافي صاحب الهدف	Iraq	iq_Babil
TRAIN_9508	انهآ صبرت ع البلاء ولم تجزع فبشرها ي رب بروح وريحان وجنه نعيم ... لاحول ولاقوه الا بالله الله يرحمج و يغفر لج	Oman	om_Muscat
TRAIN_9509	من لديه قائمة وزراء الحكومة الجديدة من فضلكم ؟ #Algerie_manifestations #GaidSalah #يتنحاو_ڨاع	Algeria	dz_Bouira
TRAIN_9510	الان اشتدت المعارك داخل خور مكسر	Yemen	ye_Aden
TRAIN_9511	لا تؤمن للحيوانات المفترسه ابدا  URL 	Morocco	ma_Tanger-Tetouan
TRAIN_9512	وحين أغمض عيني سأرسل أحلامي كلها وأمنياتي إلى السماء ومن ضمنها ... أنت .. وأعلم يقينا أنها ستتحقق ذات يوم قريب URL 	Iraq	iq_Arbil
TRAIN_9513	السنة التي أخذوا 6 أهداف في البرنابيو امام برشلونة	Algeria	dz_Oran
TRAIN_9514	هدف التعادل هازارد#تشلسي_ليفربول	Egypt	eg_Red-Sea
TRAIN_9515	اللهم صلي وسلم وبارك على سيدنا محمد	Libya	ly_Benghazi
TRAIN_9516	󾭣تدعوكم كلية خدمة المجتمع والتعليم المستمر بقسم التدريب بجامعة أم القرى بشطر الطالبات لحضور دورة .. 󾭟الخدمة...  URL 	Saudi_Arabia	sa_Makkah
TRAIN_9517	انا احتفل بمقدار ما حققنا من مكاسب واعتبر هذه المكاسب نصر من باب التفاؤل ولكن لو لاحظتي في وسائل الاعلام يقولون مكاسب الثورة وليس انتصار الثورة لان السودان ليس لشخص واحد او فئة معينة وهو يسع الجميع لذلك نضع في الحسبان من هو معارض لان له حقوق ايضا في ممارسة ما يريد	Sudan	sd_Khartoum
